key,region,days,name,emoji,c1,c2,price,meta,tags,tip,tipClass,b1,b1c,b2,b2c,b3,b3c
eu_7d_b,europe,7,法國巴黎普羅旺斯 7天6夜,🗼,#c4b5fd,#fbbf24,92000,"法國・小團12人・♿無障礙",europe accessible easy,浪漫首選,b-purple,♿ 無障礙,b-green,🗼 浪漫巴黎,b-purple,🍷 法式料理,b-orange
eu_7d_c,europe,7,義大利羅馬佛羅倫斯 7天6夜,🏛️,#fde68a,#f97316,89000,"義大利・小團12人・♿無障礙",europe accessible easy,文藝之旅,b-orange,♿ 無障礙,b-green,🏛️ 古蹟巡禮,b-orange,🍝 義式料理,b-orange
eu_spain8d,europe,8,西班牙巴塞隆納馬德里 8天7夜,💃,#f97316,#fbbf24,98000,"西班牙・小團12人・♿無障礙",europe accessible easy,伊比利風情,b-orange,♿ 無障礙,b-green,💃 西班牙風情,b-orange,🍷 美食美酒,b-orange
eu_8d_b,europe,8,荷蘭比利時風車鬱金香 8天7夜,🌷,#f9a8d4,#38bdf8,96000,"荷蘭・比利時・小團12人・♿無障礙",europe accessible easy,花卉之旅,b-green,♿ 無障礙,b-green,🌷 花卉王國,b-green,🚌 全程專車,b-blue
eu_8d_c,europe,8,德國羅曼蒂克大道巴伐利亞 8天7夜,🏰,#fbbf24,#818cf8,95000,"德國・小團12人・♿無障礙",europe accessible easy,德意志精選,b-blue,♿ 無障礙,b-green,🏰 童話城堡,b-blue,🍺 德式美食,b-orange
eu_swiss10d,europe,10,瑞士奧地利阿爾卑斯 10天9夜,🏔️,#bfdbfe,#a78bfa,128000,"瑞士・奧地利・小團10人・♿無障礙",europe accessible,阿爾卑斯,b-blue,♿ 無障礙,b-green,🏔️ 山岳奇景,b-blue,🚂 冰河列車,b-teal
eu_10d_b,europe,10,希臘愛琴海島嶼巡禮 10天9夜,🌊,#38bdf8,#fbbf24,118000,"希臘・愛琴海・小團10人・♿無障礙",europe accessible easy,愛琴海夢,b-teal,♿ 無障礙,b-green,🌊 藍海療癒,b-teal,🍷 地中海料理,b-orange
eu_10d_c,europe,10,捷克波蘭東歐童話小鎮 10天9夜,🏘️,#fca5a5,#818cf8,112000,"捷克・波蘭・小團12人・♿無障礙",europe accessible easy,童話小鎮,b-purple,♿ 無障礙,b-green,🏘️ 童話風情,b-purple,🚌 全程專車,b-blue
europe,europe,12,歐洲三國慢遊 12天11夜,🏛️,#60a5fa,#a78bfa,128000,"法義瑞・小團12人",europe accessible,精選,b-blue,🏥 醫療保障,b-blue,🚌 全程專車,b-orange,,
eu_nordic12d,europe,12,北歐四國峽灣極光 12天11夜,🌌,#818cf8,#38bdf8,158000,"北歐四國・小團10人・♿無障礙",europe accessible,極光追尋,b-blue,♿ 無障礙,b-green,🌌 極光奇景,b-blue,🏥 醫療保障,b-blue
eu_12d_c,europe,12,葡萄牙西班牙伊比利深度 12天11夜,⛵,#fbbf24,#f472b6,138000,"葡萄牙・西班牙・小團10人・♿無障礙",europe accessible,伊比利深度,b-purple,♿ 無障礙,b-green,⛵ 大航海風情,b-purple,🍷 美酒佳餚,b-orange
eu_east14d,europe,14,東歐五國古堡波光 14天13夜,🏰,#a78bfa,#fbbf24,168000,"東歐五國・小團10人・♿無障礙",europe accessible,東歐精選,b-purple,♿ 無障礙,b-green,🏰 古堡巡禮,b-purple,🚌 全程專車,b-blue
eu_14d_b,europe,14,西歐四國精選慢旅 14天13夜,🗼,#60a5fa,#f97316,162000,"西歐四國・小團10人・♿無障礙",europe accessible,西歐精選,b-blue,♿ 無障礙,b-green,🗼 西歐精選,b-blue,🏥 醫療保障,b-blue
eu_14d_c,europe,14,地中海郵輪義希土 14天13夜,🚢,#38bdf8,#818cf8,178000,"地中海・小團12人・♿無障礙",europe accessible,郵輪豪華,b-blue,♿ 無障礙,b-green,🚢 豪華郵輪,b-blue,🍷 美食美酒,b-orange
eu_med15d,europe,15,地中海全覽義法西 15天14夜,🌊,#818cf8,#f97316,188000,"地中海三國・小團10人・♿無障礙",europe accessible,地中海精選,b-blue,♿ 無障礙,b-green,🌊 地中海風光,b-blue,🏥 醫療保障,b-blue
eu_15d_b,europe,15,北歐冰島格陵蘭極地探秘 15天14夜,🧊,#bfdbfe,#6ee7b7,198000,"北歐・冰島・小團8人・♿無障礙",europe accessible,極地探秘,b-blue,♿ 無障礙,b-green,🧊 冰川奇景,b-blue,🌌 極光之旅,b-purple
eu_15d_c,europe,15,英法德三國文化深度 15天14夜,🏛️,#c4b5fd,#fbbf24,185000,"英法德三國・小團10人・♿無障礙",europe accessible,文化深度,b-purple,♿ 無障礙,b-green,🏛️ 文化深度,b-purple,🏥 醫療保障,b-blue
sea_thai4d,sea,4,泰國曼谷華欣 4天3夜,🐘,#fbbf24,#f97316,22800,"泰國・小團12人・♿無障礙",sea easy accessible,微笑國度,b-orange,♿ 無障礙,b-green,🐘 文化體驗,b-orange,🍜 泰式料理,b-orange
sea_4d_b,sea,4,新加坡濱海灣花園城市 4天3夜,🌺,#4ade80,#38bdf8,28800,"新加坡・小團12人・♿無障礙",sea easy accessible,花園城市,b-teal,♿ 無障礙,b-green,🌺 花園漫步,b-teal,🍜 多元美食,b-orange
sea_4d_c,sea,4,馬來西亞吉隆坡檳城 4天3夜,🕌,#fde68a,#4ade80,21800,"馬來西亞・小團12人・♿無障礙",sea easy accessible,多元文化,b-orange,♿ 無障礙,b-green,🕌 文化薈萃,b-orange,🍜 南洋美食,b-orange
bali,sea,5,峇里島悠閒海景療癒 5天4夜,🌺,#4ade80,#facc15,38800,"印尼峇里島・小團10人・♿無障礙",sea accessible easy,熱帶天堂,b-teal,♿ 無障礙,b-green,🌊 海景療癒,b-teal,,
sea_cam5d,sea,5,柬埔寨吳哥窟文化 5天4夜,🏛️,#fbbf24,#f97316,28800,"柬埔寨吳哥・小團12人・♿無障礙",sea accessible easy,古文明,b-orange,♿ 無障礙,b-green,🏛️ 古蹟探秘,b-orange,🚌 全程專車,b-blue
sea_5d_c,sea,5,越南胡志明峴港慢遊 5天4夜,🏮,#fca5a5,#fbbf24,25800,"越南・小團12人・♿無障礙",sea easy accessible,越南精選,b-orange,♿ 無障礙,b-green,🏮 古城文化,b-orange,🍜 越式料理,b-orange
sea_thai6d,sea,6,泰國清邁曼谷美食文化 6天5夜,🌸,#86efac,#fbbf24,32800,"泰國北南・小團10人・♿無障礙",sea easy accessible,泰北精選,b-teal,♿ 無障礙,b-green,🌸 清邁花市,b-teal,🍜 泰式料理,b-orange
sea_palawan6d,sea,6,菲律賓巴拉望秘境海島 6天5夜,🏝️,#22d3ee,#4ade80,35800,"菲律賓巴拉望・小團10人・♿無障礙",sea accessible easy,秘境海島,b-teal,♿ 無障礙,b-green,🏝️ 秘境探索,b-teal,🌊 潛水體驗,b-blue
sea_6d_c,sea,6,峇里島龍目島雙島療癒 6天5夜,🌺,#34d399,#a78bfa,36800,"印尼峇里龍目・小團10人・♿無障礙",sea accessible easy,雙島天堂,b-teal,♿ 無障礙,b-green,🌺 熱帶天堂,b-teal,🌊 海島療癒,b-blue
sea_sg7d,sea,7,新馬雙城美食文化 7天6夜,🦁,#fbbf24,#4ade80,38800,"新加坡・馬來西亞・小團12人・♿無障礙",sea easy accessible,雙城精選,b-teal,♿ 無障礙,b-green,🦁 花園城市,b-teal,🍜 多元美食,b-orange
sea_7d_b,sea,7,緬甸蒲甘佛塔古城 7天6夜,🛕,#fbbf24,#f97316,32800,"緬甸蒲甘・小團12人・♿無障礙",sea accessible,佛塔古城,b-orange,♿ 無障礙,b-green,🛕 佛塔文化,b-orange,🚌 全程專車,b-blue
sea_7d_c,sea,7,印尼爪哇婆羅浮屠 7天6夜,🏛️,#86efac,#fbbf24,34800,"印尼爪哇・小團12人・♿無障礙",sea accessible,古文明探秘,b-orange,♿ 無障礙,b-green,🏛️ 世界遺產,b-orange,🚌 全程專車,b-blue
sea_viet8d,sea,8,越南全覽河內下龍灣會安 8天7夜,🏮,#fca5a5,#86efac,39800,"越南南北・小團10人・♿無障礙",sea easy accessible,越南全覽,b-teal,♿ 無障礙,b-green,🏮 下龍灣奇景,b-teal,🍜 越式美食,b-orange
sea_8d_b,sea,8,泰國普吉蘇梅島雙島 8天7夜,🏖️,#22d3ee,#fbbf24,42800,"泰國南部・小團10人・♿無障礙",sea easy accessible,雙島天堂,b-teal,♿ 無障礙,b-green,🏖️ 海島療癒,b-teal,🌊 藍海美景,b-blue
sea_8d_c,sea,8,馬來西亞沙巴婆羅洲雨林 8天7夜,🌿,#4ade80,#fbbf24,38800,"馬來西亞沙巴・小團10人・♿無障礙",sea accessible,雨林探秘,b-green,♿ 無障礙,b-green,🌿 雨林生態,b-green,🦧 動物探索,b-teal
sea_3d_a,sea,3,新加坡花園城市輕鬆 3天2夜,🌺,#34d399,#38bdf8,18800,"新加坡・小團12人・♿無障礙",sea easy accessible,輕鬆初遊,b-teal,♿ 無障礙,b-green,🌺 花園城市,b-teal,🍜 南洋美食,b-orange
sea_3d_b,sea,3,泰國曼谷短遊精選 3天2夜,🐘,#fbbf24,#4ade80,16800,"泰國曼谷・小團12人・♿無障礙",sea easy accessible,曼谷精選,b-orange,♿ 無障礙,b-green,🐘 文化體驗,b-orange,🍜 泰式料理,b-orange
sea_3d_c,sea,3,馬來西亞吉隆坡城市探索 3天2夜,🕌,#fde68a,#86efac,15800,"馬來西亞吉隆坡・小團12人・♿無障礙",sea easy accessible,城市精選,b-orange,♿ 無障礙,b-green,🕌 多元文化,b-orange,🚌 全程專車,b-blue
sea_9d_a,sea,9,泰國北中南全覽文化 9天8夜,🐘,#fbbf24,#818cf8,45800,"泰國全境・小團10人・♿無障礙",sea accessible easy,泰國全覽,b-orange,♿ 無障礙,b-green,🐘 全境探索,b-orange,🍜 泰式美食,b-orange
sea_9d_b,sea,9,新馬泰三國文化美食 9天8夜,🌴,#4ade80,#fbbf24,42800,"新馬泰三國・小團10人・♿無障礙",sea easy accessible,三國精選,b-teal,♿ 無障礙,b-green,🌴 南洋風情,b-teal,🍜 多國美食,b-orange
sea_9d_c,sea,9,越南全程北中南完整 9天8夜,🏮,#fca5a5,#4ade80,40800,"越南全境・小團10人・♿無障礙",sea easy accessible,越南完整,b-teal,♿ 無障礙,b-green,🏮 越南文化,b-teal,🍜 越式美食,b-orange
sea_11d_a,sea,11,東南亞精選郵輪之旅 11天10夜,🚢,#38bdf8,#4ade80,55800,"東南亞海域・小團12人・♿無障礙",sea accessible,郵輪精選,b-blue,♿ 無障礙,b-green,🚢 豪華郵輪,b-blue,🍜 多元料理,b-orange
sea_11d_b,sea,11,印尼峇里爪哇蘇拉維西 11天10夜,🌺,#86efac,#f97316,52800,"印尼多島・小團10人・♿無障礙",sea accessible,印尼深度,b-orange,♿ 無障礙,b-green,🌺 多島探索,b-orange,🏛️ 世界遺產,b-purple
sea_11d_c,sea,11,中南半島完整四國深度 11天10夜,🛕,#fbbf24,#a78bfa,50800,"中南半島四國・小團10人・♿無障礙",sea accessible,四國深度,b-purple,♿ 無障礙,b-green,🛕 古城文化,b-purple,🚌 全程專車,b-blue
sea_14d_a,sea,14,東南亞六國文化深度之旅 14天13夜,🌏,#4ade80,#f472b6,65800,"東南亞六國・小團10人・♿無障礙",sea accessible,六國精選,b-purple,♿ 無障礙,b-green,🌏 深度探索,b-purple,🏥 醫療保障,b-blue
sea_14d_b,sea,14,泰緬寮柬越完整中南半島 14天13夜,🛶,#fbbf24,#38bdf8,62800,"中南半島五國・小團10人・♿無障礙",sea accessible,半島全覽,b-teal,♿ 無障礙,b-green,🛶 半島探索,b-teal,🚌 全程專車,b-blue
sea_14d_c,sea,14,東南亞銀髮養生度假精選 14天13夜,🌿,#86efac,#818cf8,58800,"東南亞度假勝地・小團10人・♿無障礙",sea easy accessible,養生度假,b-green,♿ 無障礙,b-green,🌿 養生療癒,b-green,🏥 醫療保障,b-blue
sea_10d_a,sea,10,東南亞四國精選慢旅 10天9夜,🌏,#fbbf24,#4ade80,48800,"東南亞四國・小團10人・♿無障礙",sea accessible easy,四國精選,b-teal,♿ 無障礙,b-green,🌏 多國探索,b-teal,🚌 全程專車,b-blue
sea_10d_b,sea,10,印尼峇里爪哇文化深度 10天9夜,🌺,#86efac,#f97316,46800,"印尼・小團10人・♿無障礙",sea accessible,印尼深度,b-orange,♿ 無障礙,b-green,🌺 文化探索,b-orange,🏛️ 世界遺產,b-purple
sea_10d_c,sea,10,湄公河金三角古都巡禮 10天9夜,🛶,#fbbf24,#a78bfa,44800,"泰緬寮・小團10人・♿無障礙",sea accessible,金三角探秘,b-orange,♿ 無障礙,b-green,🛶 湄公河遊,b-orange,🚌 全程專車,b-blue
sea_12d_a,sea,12,東南亞全覽五國深度 12天11夜,🌏,#4ade80,#818cf8,58800,"東南亞五國・小團10人・♿無障礙",sea accessible,五國全覽,b-purple,♿ 無障礙,b-green,🌏 深度探索,b-purple,🏥 醫療保障,b-blue
sea_12d_b,sea,12,越南寮國柬埔寨古城慢旅 12天11夜,🏛️,#fca5a5,#fbbf24,52800,"中南半島三國・小團10人・♿無障礙",sea accessible,古城慢旅,b-orange,♿ 無障礙,b-green,🏛️ 古城文化,b-orange,🚌 全程專車,b-blue
sea_12d_c,sea,12,馬來西亞全境海陸雙享 12天11夜,🌴,#34d399,#fbbf24,54800,"馬來西亞・小團10人・♿無障礙",sea accessible easy,馬來全境,b-teal,♿ 無障礙,b-green,🌴 海陸雙享,b-teal,🍜 南洋美食,b-orange
ne_seoul4d,northeast,4,首爾景福宮明洞美食 4天3夜,🏯,#fca5a5,#818cf8,28800,"韓國首爾・小團12人・♿無障礙",northeast easy accessible,韓流首選,b-purple,♿ 無障礙,b-green,🏯 宮廷文化,b-purple,🍜 韓式料理,b-orange
ne_4d_b,northeast,4,首爾仁川北村韓屋 4天3夜,🏘️,#fbbf24,#f472b6,27800,"韓國首爾仁川・小團12人・♿無障礙",northeast easy accessible,韓屋體驗,b-orange,♿ 無障礙,b-green,🏘️ 韓屋文化,b-orange,🍜 傳統料理,b-orange
ne_4d_c,northeast,4,香港澳門雙城慢遊 4天3夜,🌃,#fbbf24,#f97316,25800,"香港・澳門・小團12人・♿無障礙",northeast easy accessible,雙城精選,b-orange,♿ 無障礙,b-green,🌃 夜景首選,b-orange,🍜 港澳美食,b-orange
ne_jeju5d,northeast,5,濟州島火山海岸自然 5天4夜,🌋,#4ade80,#38bdf8,32800,"韓國濟州島・小團10人・♿無障礙",northeast easy accessible,火山島嶼,b-teal,♿ 無障礙,b-green,🌋 自然奇景,b-teal,🍜 海鮮料理,b-orange
ne_beijing5d,northeast,5,北京故宮長城萬里 5天4夜,🏯,#fca5a5,#fbbf24,30800,"中國北京・小團12人・♿無障礙",northeast easy accessible,皇城首選,b-orange,♿ 無障礙,b-green,🏯 皇城文化,b-orange,🚌 全程專車,b-blue
ne_5d_c,northeast,5,韓國釜山慶州歷史文化 5天4夜,⛩️,#a78bfa,#fbbf24,31800,"韓國釜山慶州・小團10人・♿無障礙",northeast easy accessible,古都文化,b-purple,♿ 無障礙,b-green,⛩️ 古都巡禮,b-purple,🍜 韓式料理,b-orange
ne_6d_a,northeast,6,中國上海蘇杭江南水鄉 6天5夜,🌉,#38bdf8,#818cf8,32800,"中國江南・小團12人・♿無障礙",northeast easy accessible,江南水鄉,b-blue,♿ 無障礙,b-green,🌉 江南風情,b-blue,🍜 江南料理,b-orange
ne_6d_b,northeast,6,韓國春川全州溫泉養生 6天5夜,♨️,#fca5a5,#4ade80,34800,"韓國中部・小團10人・♿無障礙",northeast easy accessible,溫泉養生,b-teal,♿ 無障礙,b-green,♨️ 溫泉療癒,b-teal,🍜 韓式料理,b-orange
ne_6d_c,northeast,6,中國桂林山水漓江遊 6天5夜,⛰️,#86efac,#38bdf8,28800,"中國桂林・小團12人・♿無障礙",northeast easy accessible,山水奇景,b-teal,♿ 無障礙,b-green,⛰️ 山水秘境,b-teal,🛶 漓江遊船,b-blue
ne_korea7d,northeast,7,韓國全境首爾釜山濟州 7天6夜,🇰🇷,#fca5a5,#60a5fa,42800,"韓國全境・小團10人・♿無障礙",northeast easy accessible,韓國全境,b-purple,♿ 無障礙,b-green,🏯 文化深度,b-purple,🍜 韓食饗宴,b-orange
ne_mongolia7d,northeast,7,蒙古草原遊牧文化體驗 7天6夜,🐎,#fbbf24,#86efac,38800,"蒙古烏蘭巴托・小團10人・♿無障礙",northeast accessible,草原奇旅,b-orange,♿ 無障礙,b-green,🐎 草原文化,b-orange,⛺ 蒙古包住宿,b-teal
ne_7d_c,northeast,7,中國西安兵馬俑古都絲路 7天6夜,🏺,#fbbf24,#f97316,36800,"中國西安・小團12人・♿無障礙",northeast easy accessible,絲路古都,b-orange,♿ 無障礙,b-green,🏺 古文明,b-orange,🚌 全程專車,b-blue
ne_japankorea8d,northeast,8,日韓雙國東京首爾精選 8天7夜,✈️,#fbbf24,#f472b6,56800,"日本・韓國・小團10人・♿無障礙",northeast accessible easy,日韓雙享,b-purple,♿ 無障礙,b-green,✈️ 雙國精選,b-purple,🍱 日韓美食,b-orange
ne_8d_b,northeast,8,中國雲南麗江大理慢活 8天7夜,🌸,#86efac,#a78bfa,38800,"中國雲南・小團10人・♿無障礙",northeast easy accessible,雲南慢活,b-teal,♿ 無障礙,b-green,🌸 古城慢遊,b-teal,🌿 生態療癒,b-green
ne_8d_c,northeast,8,中國四川成都峨眉樂山 8天7夜,🐼,#86efac,#fbbf24,36800,"中國四川・小團12人・♿無障礙",northeast easy accessible,熊貓故鄉,b-green,♿ 無障礙,b-green,🐼 熊貓基地,b-green,🍜 川菜料理,b-orange
ne_3d_a,northeast,3,首爾仁川輕旅精選 3天2夜,🏯,#fca5a5,#818cf8,18800,"韓國首爾・小團12人・♿無障礙",northeast easy accessible,輕鬆初遊,b-purple,♿ 無障礙,b-green,🏯 首爾精選,b-purple,🍜 韓式料理,b-orange
ne_3d_b,northeast,3,香港夜景美食文化 3天2夜,🌃,#fbbf24,#f97316,16800,"香港・小團12人・♿無障礙",northeast easy accessible,香港精選,b-orange,♿ 無障礙,b-green,🌃 夜景之都,b-orange,🍜 港式美食,b-orange
ne_3d_c,northeast,3,北京天安門天壇故宮 3天2夜,🏯,#fca5a5,#fbbf24,17800,"中國北京・小團12人・♿無障礙",northeast easy accessible,皇城初探,b-orange,♿ 無障礙,b-green,🏯 皇城文化,b-orange,🚌 全程專車,b-blue
ne_9d_a,northeast,9,韓國全境深度文化美食 9天8夜,🏯,#fca5a5,#818cf8,48800,"韓國全境・小團10人・♿無障礙",northeast accessible easy,韓國深度,b-purple,♿ 無障礙,b-green,🏯 文化深度,b-purple,🍜 韓食全覽,b-orange
ne_9d_b,northeast,9,中國江南水鄉蘇杭揚 9天8夜,🌉,#38bdf8,#fbbf24,42800,"中國江南・小團12人・♿無障礙",northeast easy accessible,江南慢活,b-blue,♿ 無障礙,b-green,🌉 水鄉風情,b-blue,🍜 江南料理,b-orange
ne_9d_c,northeast,9,日韓精選東京首爾串聯 9天8夜,✈️,#fbbf24,#f472b6,52800,"日本・韓國・小團10人・♿無障礙",northeast accessible easy,日韓精選,b-purple,♿ 無障礙,b-green,✈️ 雙城精選,b-purple,🍱 日韓美食,b-orange
ne_11d_a,northeast,11,日韓中三國文化深度 11天10夜,🌏,#818cf8,#fbbf24,62800,"日韓中三國・小團10人・♿無障礙",northeast accessible,三國深度,b-purple,♿ 無障礙,b-green,🌏 三國探索,b-purple,🏥 醫療保障,b-blue
ne_11d_b,northeast,11,中國絲路黃河文明探秘 11天10夜,🏺,#fbbf24,#f97316,52800,"中國絲路黃河・小團10人・♿無障礙",northeast accessible,文明探秘,b-orange,♿ 無障礙,b-green,🏺 文明古蹟,b-orange,🚌 全程專車,b-blue
ne_11d_c,northeast,11,韓國蒙古草原雙主題 11天10夜,🐎,#86efac,#a78bfa,56800,"韓國・蒙古・小團8人・♿無障礙",northeast accessible,草原文化,b-orange,♿ 無障礙,b-green,🐎 草原體驗,b-orange,⛺ 蒙古包住宿,b-teal
ne_14d_a,northeast,14,東北亞四國深度文化慢旅 14天13夜,🌏,#a78bfa,#fbbf24,72800,"東北亞四國・小團8人・♿無障礙",northeast accessible,四國慢旅,b-purple,♿ 無障礙,b-green,🌏 深度探索,b-purple,🏥 醫療保障,b-blue
ne_14d_b,northeast,14,中國全境南北絲路黃河長城 14天13夜,🏯,#fca5a5,#818cf8,65800,"中國全境・小團10人・♿無障礙",northeast accessible,中國全境,b-orange,♿ 無障礙,b-green,🏯 文化全覽,b-orange,🚌 全程專車,b-blue
ne_14d_c,northeast,14,日本韓國蒙古三國精選 14天13夜,🌏,#fbbf24,#4ade80,68800,"日韓蒙三國・小團8人・♿無障礙",northeast accessible,三國精選,b-purple,♿ 無障礙,b-green,🌏 三國文化,b-purple,🏥 醫療保障,b-blue
ne_10d_a,northeast,10,東北亞三國日韓中精選 10天9夜,🌏,#818cf8,#fbbf24,58800,"日韓中三國・小團10人・♿無障礙",northeast accessible,三國精選,b-purple,♿ 無障礙,b-green,🌏 三國探索,b-purple,🏥 醫療保障,b-blue
ne_10d_b,northeast,10,中國絲路敦煌甘肅古道 10天9夜,🏺,#fbbf24,#f97316,48800,"中國絲路・小團10人・♿無障礙",northeast accessible,絲路探秘,b-orange,♿ 無障礙,b-green,🏺 絲路文化,b-orange,🚌 全程專車,b-blue
ne_10d_c,northeast,10,韓國深度文化美食全覽 10天9夜,🏯,#fca5a5,#818cf8,52800,"韓國全境・小團10人・♿無障礙",northeast easy accessible,韓國深度,b-purple,♿ 無障礙,b-green,🏯 文化深度,b-purple,🍜 韓食全覽,b-orange
ne_12d_a,northeast,12,東北亞文化深度全覽 12天11夜,🌏,#a78bfa,#f472b6,68800,"東北亞・小團10人・♿無障礙",northeast accessible,全境深度,b-purple,♿ 無障礙,b-green,🌏 深度探索,b-purple,🏥 醫療保障,b-blue
ne_12d_b,northeast,12,中國南北縱走精華 12天11夜,🏯,#fca5a5,#fbbf24,58800,"中國南北・小團12人・♿無障礙",northeast accessible,南北精選,b-orange,♿ 無障礙,b-green,🏯 南北文化,b-orange,🚌 全程專車,b-blue
ne_12d_c,northeast,12,蒙古西伯利亞草原極地 12天11夜,🐎,#bfdbfe,#86efac,62800,"蒙古・俄羅斯西伯利亞・小團8人・♿無障礙",northeast accessible,草原極地,b-blue,♿ 無障礙,b-green,🐎 草原文化,b-blue,❄️ 極地探秘,b-purple
